,station_origin,station_destination,flows,distance
59157,Westminster,Willesden Green,2,7518.7637818866
59158,Westminster,Willesden Junction,0,11150.509918867447
59159,Westminster,Wimbledon,1,11654.141295140262
59160,Westminster,Wimbledon Park,0,10027.602568946955
59161,Westminster,Wood Green,0,12474.209892348123
59162,Westminster,Wood Lane,0,6360.351678566454
59163,Westminster,Woodford,0,16072.366101832948
59164,Westminster,Woodside Park,0,15529.303177372596
59165,White City,Acton Town,0,5234.213171448528
59166,White City,Aldgate,9,11129.629511806199
59167,White City,Aldgate East,1,11162.498526333056
59168,White City,Amersham,0,28664.073201126565
59169,White City,Angel,3,9427.413880655762
59170,White City,Archway,2,12270.590647121391
59171,White City,Arnos Grove,0,19496.18547393014
59172,White City,Arsenal,0,11545.066669882104
59173,White City,Baker Street,1,5781.963657266146
59174,White City,Balham,0,13571.122179276901
59175,White City,Monument,181,10450.452022593356
59176,White City,Barbican,1,10532.217980117051
59177,White City,Barking,3,20684.64079324358
59178,White City,Barkingside,0,27380.903405142726
59179,White City,Bayswater,0,3568.951862455136
59180,White City,Becontree,0,23948.515434204735
59181,White City,Belsize Park,1,11278.574333705976
59182,White City,Bermondsey,3,11871.776087775175
59183,White City,Bethnal Green,14,13393.065324707324
59184,White City,Blackfriars,0,9271.192986365482
59185,White City,Blackhorse Road,2,18078.500221465758
59186,White City,Bond Street,98,6138.758162656073
59187,White City,Borough,5,10303.511928812675
59188,White City,Bounds Green,0,18149.991129691112
59189,White City,Bow Road,1,14740.90672896013
59190,White City,Brent Cross,0,16335.580791577731
59191,White City,Brixton,14,11166.934907113497
59192,White City,Bromley-by-Bow,0,15744.10098366245
59193,White City,Buckhurst Hill,0,24401.381769747164
59194,White City,Burnt Oak,0,20908.249524335693
59195,White City,Caledonian Road,2,10273.807938298542
59196,White City,Camden Town,7,9256.520369958385
59197,White City,Canada Water,14,12809.003120530862
59198,White City,Canary Wharf,38,14086.085121851555
59199,White City,Canning Town,10,15819.178035435167
59200,White City,Cannon Street,0,10171.247444974446
59201,White City,Canons Park,0,10667.216037151917
59202,White City,Chalk Farm,2,10246.734842881297
59203,White City,Chancery Lane,115,8725.081206378482
59204,White City,Charing Cross,13,7401.668113571699
59205,White City,Chesham,0,32515.39271900641
59206,White City,Chiswick Park,1,5576.80183325916
59207,White City,Clapham Common,2,11164.538816197855
59208,White City,Clapham North,0,10524.961924822177
59209,White City,Clapham South,1,12410.300577873051
59210,White City,Cockfosters,0,24668.265189964673
59211,White City,Colindale,1,19611.535575981317
59212,White City,Colliers Wood,0,16880.624600228468
59213,White City,Covent Garden,1,7566.60867019181
59214,White City,Croxley,0,20032.95269021202
59215,White City,Dagenham East,0,26647.60604531494
59216,White City,Dagenham Heathway,0,25371.169049973436
59217,White City,Debden,2,28274.616719047703
59218,White City,Dollis Hill,0,10076.117287035919
59219,White City,Ealing Broadway,87,4785.307063554134
59220,White City,Ealing Common,0,5156.933659446385
59221,White City,Earl's Court,5,4116.273485780276
59222,White City,East Acton,8,1948.8096901638241
59223,White City,East Finchley,1,15592.35561362494
59224,White City,East Ham,2,19559.709891538077
59225,White City,East Putney,2,7738.436697437886
59226,White City,Edgware,0,22423.275648694012
59227,White City,Edgware Road,1,5032.633676188666
59228,White City,Elephant & Castle,15,9601.036573767973
59229,White City,Elm Park,0,28935.00770312006
59230,White City,Embankment,6,7736.455260366881
59231,White City,Epping,0,34207.314476780106
59232,White City,Euston,9,8278.460134124398
59233,White City,Fairlop,0,28536.627561536578
59234,White City,Farringdon,0,10028.233166657992
59235,White City,Finchley Central,1,17959.782251697976
59236,White City,Finchley Road,3,6253.2774967513
59237,White City,Finsbury Park,6,12309.510709530783
59238,White City,Fulham Broadway,6,5009.683749260817
59239,White City,Gants Hill,1,23904.95574623401
59240,White City,Gloucester Road,12,3944.965648614284
59241,White City,Golders Green,1,14826.554642144394
59242,White City,Goodge Street,3,7958.457146416143
59243,White City,Grange Hill,0,27058.10066320298
59244,White City,Green Park,25,6066.825987581047
59245,White City,Greenford,43,7452.236514607242
59246,White City,Hainault,0,28154.34240475181
59247,White City,Hammersmith,0,5227.778606111811
59248,White City,Hampstead,1,12450.037295279095
59249,White City,Hanger Lane,44,3637.3993163167843
59250,White City,Harrow & Wealdstone,0,20180.860254900785
59251,White City,Harrow-on-the-Hill,0,10585.10336938372
59252,White City,Hendon Central,2,17465.942295912173
59253,White City,High Barnet,2,24181.29685225016
59254,White City,High Street Kensington,13,3773.6578114482923
59255,White City,Highbury & Islington,17,10756.892514791285
59256,White City,Highgate,0,13849.622505973568
59257,White City,Holborn,124,8165.1316031503375
59258,White City,Holland Park,24,2128.386448449627
59259,White City,Holloway Road,2,10885.447244178053
59260,White City,Hornchurch,0,30473.737006238603
59261,White City,Hounslow Central,0,10940.696621486666
59262,White City,Hyde Park Corner,0,5289.947511409904
59263,White City,Kennington,5,9801.92885668751
59264,White City,Kentish Town,3,10529.361642081327
59265,White City,Kilburn,1,7955.394242561805
59266,White City,Kilburn Park,0,7310.1946907006195
59267,White City,King's Cross St. Pancras,18,8251.260156448961
59268,White City,Kingsbury,0,7742.711778254154
59269,White City,Knightsbridge,1,4711.702226253836
59270,White City,Lambeth North,3,8608.631560050917
59271,White City,Lancaster Gate,18,4307.768478029616
59272,White City,Leicester Square,5,7207.133652967108
59273,White City,Leyton,3,18286.292815434652
59274,White City,Leytonstone,2,19939.50499563374
59275,White City,Liverpool Street,137,11024.317741145438
59276,White City,London Bridge,54,9792.28516249073
59277,White City,Loughton,1,26225.608464413417
59278,White City,Maida Vale,0,6467.975506373399
59279,White City,Manor House,2,13413.740317959657
59280,White City,Marble Arch,59,5520.80351212684
59281,White City,Marylebone,1,5571.29268784802
59282,White City,Mile End,10,14118.795661850741
59283,White City,Mill Hill East,0,19312.37789220523
59284,White City,Moor Park,0,18755.95487079389
59285,White City,Moorgate,1,10943.969648824535
59286,White City,Morden,2,19482.323391492235
59287,White City,Mornington Crescent,4,9036.574201092888
59288,White City,Neasden,1,9296.283229826724
59289,White City,Newbury Park,1,26254.717615688292
59290,White City,North Acton,53,3122.7916348757726
59291,White City,North Greenwich,11,15747.673684959402
59292,White City,North Harrow,0,11301.953517430798
59293,White City,North Wembley,0,16100.13736613989
59294,White City,Northolt,21,9267.769577005849
59295,White City,Northwick Park,0,9287.734431263747
59296,White City,Northwood,0,16546.004472017157
59297,White City,Notting Hill Gate,50,2825.242570163098
59298,White City,Oakwood,0,23327.33676252566
59299,White City,Old Street,14,10945.921234051277
59300,White City,Oval,2,10709.424058616278
59301,White City,Oxford Circus,133,6627.608141674937
59302,White City,Paddington,1,5293.82823768776
59303,White City,Parsons Green,6,5705.0100273716125
59304,White City,Perivale,21,5861.575699995524
59305,White City,Piccadilly Circus,13,6838.22206967371
59306,White City,Pimlico,14,7266.953447832028
59307,White City,Pinner,0,12813.599083107432
59308,White City,Plaistow,2,16946.905787052106
59309,White City,Preston Road,0,7560.252145683102
59310,White City,Putney Bridge,2,6688.220795829123
59311,White City,Queen's Park,0,7694.569776928373
59312,White City,Queensbury,0,8985.008604079325
59313,White City,Queensway,28,3457.93582493518
59314,White City,Rayners Lane,0,11178.449380365744
59315,White City,Redbridge,0,22455.50604249609
59316,White City,Regent's Park,1,6567.144769269253
59317,White City,Richmond,0,9492.297209723154
59318,White City,Rickmansworth,0,20382.283174501106
59319,White City,Ruislip Gardens,6,12465.854704017178
59320,White City,Russell Square,1,8858.839711042307
59321,White City,Seven Sisters,10,15441.766454439641
59322,White City,Shepherd's Bush,60,1279.1840177769398
59323,White City,Sloane Square,17,4711.702226253836
59324,White City,Snaresbrook,0,20262.443576593992
59325,White City,South Kensington,52,4690.729468250266
59326,White City,South Kenton,0,17023.76033779906
59327,White City,South Ruislip,5,11582.94364612999
59328,White City,South Wimbledon,0,17952.78561394082
59329,White City,South Woodford,1,21574.241876939945
59330,White City,Southfields,5,9360.691588543912
59331,White City,Southgate,1,21468.029311665727
59332,White City,Southwark,40,8696.722750892395
59333,White City,St. James's Park,9,6643.440443758499
59334,White City,St. John's Wood,3,7378.848382612072
59335,White City,St. Paul's,96,9814.400654643607
59336,White City,Stanmore,0,12082.738662927177
59337,White City,Stepney Green,2,13098.054345065684
59338,White City,Stockwell,2,9583.311033665606
59339,White City,Stratford,47,16184.003482391954
59340,White City,Swiss Cottage,5,6417.388179442788
59341,White City,Temple,0,8524.923379829426
59342,White City,Theydon Bois,0,31585.767205918495
59343,White City,Tooting Bec,4,14539.587896859313
59344,White City,Tooting Broadway,5,15607.569849988304
59345,White City,Tottenham Court Road,109,7437.753496414524
59346,White City,Tottenham Hale,4,16679.736375735924
59347,White City,Totteridge & Whetstone,0,21596.923078854277
59348,White City,Tower Hill,3,11087.972975191004
59349,White City,Tufnell Park,0,11285.317232689975
59350,White City,Turnpike Lane,1,15727.37563732971
59351,White City,Upminster,0,32977.04244734599
59352,White City,Upminster Bridge,0,31694.881677261204
59353,White City,Upney,0,22026.892836885243
59354,White City,Upton Park,2,18262.31703883445
59355,White City,Uxbridge,1,19823.81236372538
59356,White City,Vauxhall,21,8086.545588797998
59357,White City,Victoria,90,5874.5714280627935
59358,White City,Walthamstow Central,3,19553.446202189425
59359,White City,Wanstead,0,21277.910914718406
59360,White City,Warren Street,7,7773.622998014021
59361,White City,Warwick Avenue,0,5688.246533345198
59362,White City,Waterloo,25,8045.889500352927
59363,White City,Watford,0,20901.848808270694
59364,White City,Wembley Central,0,14755.868468524088
59365,White City,Wembley Park,0,6946.102071165758
59366,White City,West Acton,21,4413.680467661884
59367,White City,West Brompton,6,4571.674152744312
59368,White City,West Finchley,0,19189.894912239484
59369,White City,West Ham,2,16048.6024007272
59370,White City,West Hampstead,3,6946.102071165758
59371,White City,West Harrow,0,11107.707117296623
59372,White City,West Kensington,0,4218.115779576099
59373,White City,West Ruislip,7,14584.277976879288
59374,White City,Westminster,27,7201.234465268257
59375,White City,Whitechapel,5,12070.311667116654
59376,White City,Willesden Green,1,9132.1104057858
59377,White City,Willesden Junction,0,10420.266975161045
59378,White City,Wimbledon,15,12342.838127100573
59379,White City,Wimbledon Park,2,10716.299400907266
59380,White City,Wood Green,1,16650.856883102042
59381,White City,Woodford,0,23273.600567101206
59382,White City,Woodside Park,0,20128.15594669185
59383,White Hart Lane,Acton Central,0,22746.82939528102
59384,White Hart Lane,Barking,2,18061.705618005897
59385,White Hart Lane,Bethnal Green,28,8974.608603765735
59386,White Hart Lane,Brondesbury,0,19171.925918542485
59387,White Hart Lane,Brondesbury Park,0,19907.850637056516
59388,White Hart Lane,Bruce Grove,13,1200.6280520822309
59389,White Hart Lane,Bush Hill Park,9,3263.434015491166
59390,White Hart Lane,Cambridge Heath,41,7417.011742199229
59391,White Hart Lane,Camden Road,0,20482.565819960728
59392,White Hart Lane,Cheshunt,1,9974.808043127934
59393,White Hart Lane,Clapham Junction,0,28513.1326726773
59394,White Hart Lane,Dalston Kingsland,0,16779.085406552727
59395,White Hart Lane,Edmonton Green,4,2386.0102894508573
59396,White Hart Lane,Enfield Town,37,4662.931412808567
59397,White Hart Lane,Finchley Road & Frognal,0,19051.711108699237
59398,White Hart Lane,Gospel Oak,1,21399.39960875441
59399,White Hart Lane,Gunnersbury,0,20206.54009542898
59400,White Hart Lane,Hackney Downs,34,5528.559224491217
59401,White Hart Lane,Hackney Wick,1,13127.006586021002
59402,White Hart Lane,Hampstead Heath,0,20466.46183671902
59403,White Hart Lane,Highams Park,0,14498.037354036729
59404,White Hart Lane,Homerton,1,14464.815377306537
59405,White Hart Lane,Imperial Wharf,0,28081.320415204224
59406,White Hart Lane,Kensal Rise,0,20900.58930174937
59407,White Hart Lane,Kensington (Olympia),0,19590.589670248104
59408,White Hart Lane,Kentish Town West,0,21372.89371197313
59409,White Hart Lane,Kew Gardens,0,21978.659009727693
59410,White Hart Lane,Leyton Midland Road,0,33280.872950976256
59411,White Hart Lane,Leytonstone High Road,0,34491.94746053397
59412,White Hart Lane,Liverpool Street,231,11343.35618732762
59413,White Hart Lane,London Fields,28,6446.0620221938925
59414,White Hart Lane,Rectory Road,13,5454.834431982445
59415,White Hart Lane,Richmond,0,24143.281184156043
59416,White Hart Lane,Seven Sisters,504,21875.02165739422
59417,White Hart Lane,Silver Street,2,1191.7101879423162
59418,White Hart Lane,Southbury,11,3412.831270273513
59419,White Hart Lane,St James Street,0,9703.300136353242
59420,White Hart Lane,Stamford Hill,19,3478.669139814857
59421,White Hart Lane,Stoke Newington,27,4679.392024590863
59422,White Hart Lane,Stratford,2,13399.147995364321
59423,White Hart Lane,Theobalds Grove,5,8438.731603067801
59424,White Hart Lane,Turkey Street,17,6110.095482819752
59425,White Hart Lane,Upper Holloway,1,23296.476538185932
59426,White Hart Lane,Wanstead Park,0,36402.49363671147
59427,White Hart Lane,West Hampstead,0,18317.95027248597
59428,White Hart Lane,Willesden Junction,0,24135.704744086855
59429,White Hart Lane,Wood Street,0,11930.138659712744
59430,White Hart Lane,Woodgrange Park,0,37717.62456489747
59431,Whitechapel,Acton Central,0,12449.467133924612
59432,Whitechapel,Acton Town,10,9930.423546335644
59433,Whitechapel,Aldgate,12,1127.7165715639587
59434,Whitechapel,Aldgate East,611,907.8131407835976
59435,Whitechapel,Alperton,0,13334.69999375243
59436,Whitechapel,Amersham,0,29738.559141090373
59437,Whitechapel,Anerley,23,26366.047675815393
59438,Whitechapel,Angel,12,3770.8219993647
59439,Whitechapel,Archway,4,9201.81500419957
59440,Whitechapel,Arnos Grove,0,15632.078415528318
59441,Whitechapel,Arsenal,0,7680.959611480283
59442,Whitechapel,Baker Street,25,6856.449597229953
59443,Whitechapel,Balham,3,11039.123331245084
59444,Whitechapel,Monument,411,1683.5148785688632
59445,Whitechapel,Barbican,147,2106.195274379049
59446,Whitechapel,Barking,198,9487.739329644315
59447,Whitechapel,Barkingside,4,16022.081629753522
59448,Whitechapel,Barons Court,29,8398.496149464183
59450,Whitechapel,Bayswater,0,9069.461392040963
59451,Whitechapel,Becontree,28,12751.61397060547
59452,Whitechapel,Belsize Park,1,8209.798690784157
59453,Whitechapel,Bermondsey,0,4786.079463501537
59454,Whitechapel,Bethnal Green,15,3414.7415095331003
59455,Whitechapel,Blackfriars,396,2862.7739147967377
59456,Whitechapel,Blackhorse Road,0,14214.393163063936
59457,Whitechapel,Bond Street,7,5959.201369581682
59458,Whitechapel,Borough,5,3217.8153045390363
59459,Whitechapel,Boston Manor,0,11379.324281036572
59460,Whitechapel,Bounds Green,0,14285.884071289289
59461,Whitechapel,Bow Road,130,2670.5950618434745
59462,Whitechapel,Brent Cross,0,13266.805148655912
59463,Whitechapel,Brixton,6,8634.93605908168
59464,Whitechapel,Brockley,56,20930.789499463703
59465,Whitechapel,Bromley-by-Bow,174,3673.7893165457945
59466,Whitechapel,Brondesbury,2,8874.563657186081
59467,Whitechapel,Brondesbury Park,1,9610.488375700112
59468,Whitechapel,Buckhurst Hill,1,13042.559994357953
59469,Whitechapel,Burnt Oak,0,17839.473881413873
59470,Whitechapel,Caledonian Road,1,6409.700879896718
59471,Whitechapel,Caledonian Road & Barnsbury,27,14129.619462637622
59472,Whitechapel,Camden Road,50,13079.432727973108
59473,Whitechapel,Camden Town,9,6187.744727036566
59474,Whitechapel,Canada Water,195,5723.306496257225
59475,Whitechapel,Canary Wharf,0,5353.812822989752
59476,Whitechapel,Canning Town,9,5081.125302419966
59477,Whitechapel,Cannon Street,212,1962.7194561877732
59478,Whitechapel,Canonbury,48,12484.203987491786
59479,Whitechapel,Canons Park,0,11741.701977115725
59480,Whitechapel,Chalfont & Latimer,1,28509.050604933953
59481,Whitechapel,Chalk Farm,2,7177.959199959477
59482,Whitechapel,Chancery Lane,16,3372.8783258592734
59483,Whitechapel,Charing Cross,1,4732.29878759052
59484,Whitechapel,Chesham,0,33589.87865897022
59485,Whitechapel,Chigwell,0,14358.167292600952
59486,Whitechapel,Chiswick Park,12,9930.423546335644
59487,Whitechapel,Clapham Common,1,8632.539968166038
59488,Whitechapel,Clapham High Street,64,21268.723375918486
59489,Whitechapel,Clapham Junction,36,18215.770411320893
59490,Whitechapel,Clapham North,1,7992.96307679036
59491,Whitechapel,Clapham South,0,9878.301729841234
59492,Whitechapel,Cockfosters,0,20804.15813156285
59493,Whitechapel,Colindale,2,16542.759933059497
59494,Whitechapel,Colliers Wood,1,14348.625752196653
59495,Whitechapel,Covent Garden,1,4558.85232207244
59496,Whitechapel,Croxley,0,21107.438630175828
59497,Whitechapel,Crystal Palace,64,26485.061626023777
59498,Whitechapel,Dagenham East,32,15450.704581715674
59499,Whitechapel,Dagenham Heathway,59,14174.26758637417
59500,Whitechapel,Dalston Junction,166,12970.884532115857
59501,Whitechapel,Dalston Kingsland,0,12182.24763406123
59502,Whitechapel,Debden,5,16915.79494365849
59503,Whitechapel,Denmark Hill,269,23948.31888081553
59504,Whitechapel,Dollis Hill,0,11150.603226999727
59505,Whitechapel,Ealing Broadway,16,10379.329654230038
59506,Whitechapel,Ealing Common,1,10007.703058337787
59507,Whitechapel,Earl's Court,63,8296.65385566836
59508,Whitechapel,East Acton,0,13215.827027620348
59509,Whitechapel,East Finchley,0,12523.57997070312
59510,Whitechapel,East Ham,151,8362.808427938813
59511,Whitechapel,East Putney,10,11918.817067325974
59512,Whitechapel,Eastcote,0,14069.454761110454
59513,Whitechapel,Edgware,0,19354.50000577219
59514,Whitechapel,Edgware Road,31,7930.629108997275
59515,Whitechapel,Elephant & Castle,11,4031.8841673366624
59516,Whitechapel,Elm Park,9,17738.106239520795
59517,Whitechapel,Embankment,227,4397.511640795338
59518,Whitechapel,Epping,7,22848.492701390893
59519,Whitechapel,Euston,6,5209.684491202577
59520,Whitechapel,Euston Square,85,5418.052773637637
59521,Whitechapel,Fairlop,3,17177.805786147375
59522,Whitechapel,Farringdon,302,2610.1800878381086
59523,Whitechapel,Finchley Central,2,14891.006608776155
59524,Whitechapel,Finchley Road,0,7327.763436715107
59525,Whitechapel,Finchley Road & Frognal,4,8754.348847342833
59526,Whitechapel,Finsbury Park,0,8445.40365112896
59527,Whitechapel,Forest Hill,54,23911.40167113839
59528,Whitechapel,Fulham Broadway,52,9190.064119148903
59529,Whitechapel,Gants Hill,18,12546.133970844803
59530,Whitechapel,Gloucester Road,80,8125.346018502369
59531,Whitechapel,Golders Green,0,11757.778999222575
59532,Whitechapel,Goldhawk Road,3,10284.027707048399
59533,Whitechapel,Goodge Street,6,5180.909685824849
59534,Whitechapel,Gospel Oak,4,11102.037347398007
59535,Whitechapel,Grange Hill,1,15699.278887813765
59536,Whitechapel,Great Portland Street,59,6035.184070228359
59537,Whitechapel,Green Park,2,6058.635004683203
59538,Whitechapel,Greenford,1,16371.289962639868
59539,Whitechapel,Gunnersbury,55,9909.177834072574
59540,Whitechapel,Hackney Central,0,10895.27550101423
59541,Whitechapel,Hackney Wick,0,8530.168813529503
59542,Whitechapel,Haggerston,233,13770.34305915258
59543,Whitechapel,Hainault,11,16795.520629362596
59544,Whitechapel,Hammersmith,160,9408.158975999895
59545,Whitechapel,Hampstead,1,9381.261652357276
59546,Whitechapel,Hampstead Heath,23,10169.099575362616
59547,Whitechapel,Hanger Lane,0,12556.452764349411
59548,Whitechapel,Harlesden,0,14976.883792908719
59549,Whitechapel,Harrow & Wealdstone,0,23598.935762470195
59550,Whitechapel,Harrow-on-the-Hill,1,11659.589309347528
59551,Whitechapel,Hatton Cross,0,19908.335398302734
59552,Whitechapel,Heathrow Terminal 4,1,21607.201927988128
59553,Whitechapel,Heathrow Terminal 5,2,24009.151556697798
59554,Whitechapel,Heathrow Terminals 2 & 3,3,22312.458108290888
59555,Whitechapel,Hendon Central,3,14397.166652990352
59556,Whitechapel,High Barnet,0,21112.52120932834
59557,Whitechapel,High Street Kensington,9,8296.65385566836
59558,Whitechapel,Highbury & Islington,222,6892.785456389462
59559,Whitechapel,Highgate,0,10780.846863051747
59560,Whitechapel,Hillingdon,0,18759.863717945587
59561,Whitechapel,Holborn,14,3932.8279290874175
59562,Whitechapel,Holland Park,1,9941.925218667027
59563,Whitechapel,Holloway Road,1,7021.34018577623
59564,Whitechapel,Homerton,2,9867.977604815038
59565,Whitechapel,Honor Oak Park,41,22661.046357697323
59566,Whitechapel,Hornchurch,13,19276.83554263934
59567,Whitechapel,Hounslow Central,0,15636.906996373786
59568,Whitechapel,Hounslow East,2,14894.134926350787
59569,Whitechapel,Hounslow West,0,17107.677565771748
59570,Whitechapel,Hoxton,465,14596.116569823953
59571,Whitechapel,Hyde Park Corner,1,6835.513480854346
59572,Whitechapel,Ickenham,0,17638.842193067798
59573,Whitechapel,Imperial Wharf,0,17783.958153847816
59574,Whitechapel,Kennington,3,4863.495555289486
59575,Whitechapel,Kensal Green,0,12491.660856865394
59576,Whitechapel,Kensal Rise,2,10603.227040392963
59577,Whitechapel,Kensington (Olympia),0,9293.2274088917
59578,Whitechapel,Kentish Town,1,7460.585999159506
59579,Whitechapel,Kentish Town West,1,12189.104835960703
59580,Whitechapel,Kenton,0,21821.549730275547
59581,Whitechapel,Kew Gardens,9,11681.296748371287
59582,Whitechapel,Kilburn,0,9029.880182525614
59583,Whitechapel,Kilburn Park,0,10728.270198270031
59584,Whitechapel,King's Cross St. Pancras,104,4387.153098047138
59585,Whitechapel,Kingsbury,0,8817.197718217962
59586,Whitechapel,Knightsbridge,4,7400.554956869956
59587,Whitechapel,Ladbroke Grove,27,10812.633987484629
59588,Whitechapel,Lambeth North,2,4587.164226461715
59589,Whitechapel,Lancaster Gate,0,7790.1910542081405
59590,Whitechapel,Latimer Road,20,11469.045964755418
59591,Whitechapel,Leicester Square,7,4918.327339297142
59592,Whitechapel,Leyton,41,6927.471040045444
59593,Whitechapel,Leytonstone,62,8580.683220244531
59594,Whitechapel,Liverpool Street,153,1045.993925971215
59595,Whitechapel,London Bridge,10,2706.5885382170923
59596,Whitechapel,Loughton,6,14866.786689024204
59597,Whitechapel,Maida Vale,0,9886.05101394281
59598,Whitechapel,Manor House,0,9549.633259557833
59599,Whitechapel,Mansion House,283,2205.357661463086
59600,Whitechapel,Marble Arch,2,6577.156020110915
59601,Whitechapel,Marylebone,4,7391.97009733792
59602,Whitechapel,Mile End,123,2048.483994734087
59603,Whitechapel,Mill Hill East,0,16243.60224928341
59604,Whitechapel,Moor Park,0,19830.440810757696
59605,Whitechapel,Moorgate,109,1407.2425955314175
59606,Whitechapel,Morden,3,16950.32454346042
59607,Whitechapel,Mornington Crescent,2,5967.798558171067
59608,Whitechapel,Neasden,0,10370.769169790532
59609,Whitechapel,New Cross,153,20634.630089209157
59610,Whitechapel,New Cross Gate,143,19710.38773173433
59611,Whitechapel,Newbury Park,13,14895.895840299087
59612,Whitechapel,North Acton,2,12041.8450829084
59613,Whitechapel,North Ealing,0,10324.398840023998
59614,Whitechapel,North Greenwich,0,6875.209089310079
59615,Whitechapel,North Harrow,0,12376.439457394607
59616,Whitechapel,North Wembley,1,19518.2128737093
59617,Whitechapel,Northfields,1,10454.93918861672
59618,Whitechapel,Northolt,0,18186.823025038477
59619,Whitechapel,Northwick Park,1,10362.220371227555
59620,Whitechapel,Northwood,0,17620.490411980965
59621,Whitechapel,Northwood Hills,0,16037.47315681975
59622,Whitechapel,Norwood Junction,33,28152.83173779664
59623,Whitechapel,Notting Hill Gate,0,9245.069096953555
59624,Whitechapel,Oakwood,0,19463.229704123838
59625,Whitechapel,Old Street,6,2252.3146459691857
59626,Whitechapel,Osterley,1,13936.638336953949
59627,Whitechapel,Oval,7,5770.990757218255
59628,Whitechapel,Oxford Circus,18,5470.351390562818
59629,Whitechapel,Paddington,99,8221.33824304761
59630,Whitechapel,Park Royal,1,11415.890484660344
59631,Whitechapel,Parsons Green,37,9885.390397259698
59632,Whitechapel,Peckham Rye,147,22615.657387129064
59633,Whitechapel,Penge West,10,25687.622721558713
59634,Whitechapel,Perivale,0,14780.62914802815
59635,Whitechapel,Piccadilly Circus,24,5287.23892259054
59636,Whitechapel,Pimlico,3,7588.122258823094
59637,Whitechapel,Pinner,0,13888.08502307124
59638,Whitechapel,Plaistow,87,5750.00432345284
59639,Whitechapel,Preston Road,0,8634.73808564691
59640,Whitechapel,Putney Bridge,31,10868.60116571721
59641,Whitechapel,Queen's Park,1,11112.645284497785
59642,Whitechapel,Queens Road Peckham,80,21491.473523806126
59643,Whitechapel,Queensbury,0,10059.494544043133
59644,Whitechapel,Queensway,1,8640.023707302576
59645,Whitechapel,Ravenscourt Park,27,10089.965844131102
59646,Whitechapel,Rayners Lane,0,12252.935320329552
59647,Whitechapel,Redbridge,9,11096.684267106883
59648,Whitechapel,Regent's Park,0,6440.023849372859
59649,Whitechapel,Richmond,20,13845.91892279964
59650,Whitechapel,Rickmansworth,0,21456.769114464914
59651,Whitechapel,Roding Valley,2,12172.320080531228
59652,Whitechapel,Rotherhithe,41,18498.64809977469
59653,Whitechapel,Royal Oak,12,9051.266249713051
59654,Whitechapel,Ruislip,0,15863.271859743729
59655,Whitechapel,Ruislip Gardens,0,21384.908152049804
59656,Whitechapel,Ruislip Manor,0,15190.06562458797
59657,Whitechapel,Russell Square,3,4626.536036979386
59658,Whitechapel,Seven Sisters,0,11577.659396037818
59659,Whitechapel,Shadwell,276,2720.508597404708
59660,Whitechapel,Shepherd's Bush,3,10791.127649339714
59661,Whitechapel,Shepherd's Bush Market,3,10710.268949975904
59662,Whitechapel,Shoreditch High Street,593,15663.317459136124
59663,Whitechapel,Sloane Square,129,7358.609440862817
59664,Whitechapel,Snaresbrook,8,8903.621801204783
59665,Whitechapel,South Acton,0,13594.763684868543
59666,Whitechapel,South Ealing,0,10007.703058337787
59667,Whitechapel,South Harrow,0,12323.677583398674
59668,Whitechapel,South Kensington,239,7379.5821988663865
59669,Whitechapel,South Ruislip,0,20501.997094162616
59670,Whitechapel,South Wimbledon,2,15420.786765909006
59671,Whitechapel,South Woodford,14,10215.420101550733
59672,Whitechapel,Southfields,8,13541.071958432
59673,Whitechapel,Southgate,0,17603.922253263903
59674,Whitechapel,Southwark,0,3802.1509498154287
59675,Whitechapel,St James Street,0,11035.531800669645
59676,Whitechapel,St. James's Park,259,5426.871223358154
59677,Whitechapel,St. John's Wood,0,8453.33432257588
59678,Whitechapel,St. Paul's,8,2283.558877594148
59679,Whitechapel,Stamford Brook,20,10361.107206515908
59680,Whitechapel,Stanmore,0,13157.224602890985
59681,Whitechapel,Stepney Green,289,1027.7426779490297
59682,Whitechapel,Stockwell,2,7051.312185633789
59683,Whitechapel,Stonebridge Park,0,16462.798595926022
59684,Whitechapel,Stratford,235,4825.181707002745
59685,Whitechapel,Sudbury Hill,0,13799.706892990751
59686,Whitechapel,Sudbury Town,0,14985.925862825283
59687,Whitechapel,Surrey Quays,443,19410.694154741137
59688,Whitechapel,Swiss Cottage,0,7491.874119406595
59689,Whitechapel,Sydenham,52,25313.845779064875
59690,Whitechapel,Temple,256,3609.0435213327937
59691,Whitechapel,Theydon Bois,0,20226.945430529282
59692,Whitechapel,Tooting Bec,2,12007.589048827496
59693,Whitechapel,Tooting Broadway,7,13075.571001956487
59694,Whitechapel,Tottenham Court Road,21,4660.20603582323
59695,Whitechapel,Tottenham Hale,0,12815.6293173341
59696,Whitechapel,Totteridge & Whetstone,0,18528.147435932457
59697,Whitechapel,Tower Hill,264,1045.993925971215
59698,Whitechapel,Tufnell Park,0,8216.541589768154
59699,Whitechapel,Turnham Green,24,9759.129215430326
59700,Whitechapel,Turnpike Lane,1,11863.268578927886
59701,Whitechapel,Upminster,8,21780.140983746725
59702,Whitechapel,Upminster Bridge,2,20497.98021366194
59703,Whitechapel,Upney,27,10829.991373285977
59704,Whitechapel,Upton Park,105,7065.415575235187
59705,Whitechapel,Uxbridge,0,20898.29830368919
59706,Whitechapel,Vauxhall,12,8407.714399789063
